index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
202156,1480525200,2016-12-01 00:00:00,28800,Denpasar,-8.652497,115.219117,27.85,27.6,28.0,1009.1,,,83,2.1,30,,,,,,,,,,,,,40,802
202157,1480528800,2016-12-01 01:00:00,28800,Denpasar,-8.652497,115.219117,27.87,27.6,28.0,1009.0,,,84,4.63,170,,,,,,,,,,,,,75,803
202158,1480532400,2016-12-01 02:00:00,28800,Denpasar,-8.652497,115.219117,27.23,27.0,27.6,1009.0,,,84,1.54,80,,,,,,,,,,,,,20,801
202159,1480536000,2016-12-01 03:00:00,28800,Denpasar,-8.652497,115.219117,26.7,26.2,27.0,1008.0,,,84,1.54,140,,,,,,,,,,,,,20,801
202160,1480539600,2016-12-01 04:00:00,28800,Denpasar,-8.652497,115.219117,26.06,26.0,26.2,1008.3,,,90,3.05,114,,,,,,,,,,,,,83,211
202161,1480543200,2016-12-01 05:00:00,28800,Denpasar,-8.652497,115.219117,26.07,26.0,26.2,1009.1,,,88,1.0,20,,,,,,,,,,,,,20,801
202162,1480546800,2016-12-01 06:00:00,28800,Denpasar,-8.652497,115.219117,27.98,27.0,29.6,1010.0,,,84,2.06,10,,,,,,,,,,,,,20,801
202163,1480550400,2016-12-01 07:00:00,28800,Denpasar,-8.652497,115.219117,29.87,29.6,30.0,1010.0,,,75,1.54,350,,,,,,,,,,,,,20,801
202164,1480554000,2016-12-01 08:00:00,28800,Denpasar,-8.652497,115.219117,29.85,29.6,30.0,1011.0,,,75,1.54,220,,,,,,,,,,,,,20,801
202165,1480557600,2016-12-01 09:00:00,28800,Denpasar,-8.652497,115.219117,31.08,31.0,31.2,1011.0,,,71,4.12,100,,,,,,,,,,,,,20,801
202166,1480561200,2016-12-01 10:00:00,28800,Denpasar,-8.652497,115.219117,31.07,31.0,31.2,1010.0,,,71,4.12,110,,,,,,,,,,,,,20,801
