index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
88642,1075568400,2004-02-01 00:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1010.2,,,94,7.2,280,,,,,,,,,,,,,75,501
88643,1075572000,2004-02-01 01:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,6.7,300,,,,,,,,,,,,,75,501
88644,1075575600,2004-02-01 02:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,6.7,300,,,,,,,,,,,,,75,501
88645,1075579200,2004-02-01 03:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1008.1,,,94,7.2,290,,,,,,,,,,,,,75,501
88646,1075582800,2004-02-01 04:00:00,28800,Denpasar,-8.652497,115.219117,24.9,24.9,24.9,1009.0,,,92,5.99,261,1.95,,,,,,,,,,,,100,501
88647,1075586400,2004-02-01 05:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1008.1,,,94,6.2,270,,,,,,,,,,,,,75,501
88648,1075590000,2004-02-01 06:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,2.6,190,,,,,,,,,,,,,75,501
88649,1075593600,2004-02-01 07:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,5.1,300,,,,,,,,,,,,,75,501
88650,1075597200,2004-02-01 08:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,2.6,230,,,,,,,,,,,,,75,501
88651,1075600800,2004-02-01 09:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1009.1,,,94,4.1,250,,,,,,,,,,,,,75,501
88652,1075604400,2004-02-01 10:00:00,28800,Denpasar,-8.652497,115.219117,25.8,25.8,25.8,1008.5,,,89,4.6,280,,10.0,,,,,,,,,,,40,501
88653,1075608000,2004-02-01 11:00:00,28800,Denpasar,-8.652497,115.219117,25.23,25.23,25.23,1009.0,,,91,7.11,260,3.6,,,,,,,,,,,,100,501
88654,1075611600,2004-02-01 12:00:00,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1008.0,,,91,7.39,263,2.92,,,,,,,,,,,,100,501
88655,1075615200,2004-02-01 13:00:00,28800,Denpasar,-8.652497,115.219117,24.4,24.4,24.4,1007.2,,,96,6.2,270,,61.0,,,,,,,,,,,90,503
88656,1075618800,2004-02-01 14:00:00,28800,Denpasar,-8.652497,115.219117,24.4,24.4,24.4,1007.2,,,96,6.2,270,,61.0,,,,,,,,,,,90,503
88657,1075622400,2004-02-01 15:00:00,28800,Denpasar,-8.652497,115.219117,24.4,24.4,24.4,1005.7,,,96,3.1,260,,30.0,,,,,,,,,,,40,502
88658,1075626000,2004-02-01 16:00:00,28800,Denpasar,-8.652497,115.219117,25.13,25.13,25.13,1007.0,,,90,6.61,265,2.13,,,,,,,,,,,,100,501
88659,1075629600,2004-02-01 17:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1007.1,,,94,5.1,270,,,,,,,,,,,,,75,501
88660,1075633200,2004-02-01 18:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1007.1,,,94,1.5,260,,,,,,,,,,,,,75,501
88661,1075636800,2004-02-01 19:00:00,28800,Denpasar,-8.652497,115.219117,23.7,23.7,23.7,1008.1,,,97,1.5,260,,26.0,,,,,,,,,,,75,502
88662,1075640400,2004-02-01 20:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1009.1,,,94,6.45,284,,,,,,,,,,,,,75,501
88663,1075644000,2004-02-01 21:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1009.1,,,94,2.6,330,,,,,,,,,,,,,75,803
88664,1075647600,2004-02-01 22:00:00,28800,Denpasar,-8.652497,115.219117,24.6,24.6,24.6,1009.1,,,94,4.6,300,,8.0,,,,,,,,,,,75,501
88665,1075651200,2004-02-01 23:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1008.1,,,94,4.6,290,,,,,,,,,,,,,75,501
88666,1075654800,2004-02-02 00:00:00,28800,Denpasar,-8.652497,115.219117,25.85,25.85,25.85,1009.0,,,87,4.72,292,1.14,,,,,,,,,,,,100,501
88667,1075658400,2004-02-02 01:00:00,28800,Denpasar,-8.652497,115.219117,25.75,25.75,25.75,1008.0,,,88,5.06,289,1.05,,,,,,,,,,,,100,501
88668,1075662000,2004-02-02 02:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1007.1,,,100,4.1,280,,,,,,,,,,,,,75,501
88669,1075665600,2004-02-02 03:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1007.1,,,94,4.1,300,,,,,,,,,,,,,20,801
88670,1075669200,2004-02-02 04:00:00,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1007.1,,,93,4.6,330,,1.0,,,,,,,,,,,75,501
88671,1075672800,2004-02-02 05:00:00,28800,Denpasar,-8.652497,115.219117,24.0,24.0,24.0,1007.1,,,100,2.1,330,,,,,,,,,,,,,75,501
88672,1075676400,2004-02-02 06:00:00,28800,Denpasar,-8.652497,115.219117,25.0,25.0,25.0,1008.1,,,100,5.7,300,,,,,,,,,,,,,75,501
88673,1075680000,2004-02-02 07:00:00,28800,Denpasar,-8.652497,115.219117,26.2,26.2,26.2,1009.1,,,86,5.7,280,,2.0,,,138.9,,,,,,,,75,501
88674,1075683600,2004-02-02 08:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,88,5.7,280,,,,,,,,,,,,,75,803
88675,1075687200,2004-02-02 09:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1009.1,,,83,5.1,310,,,,,,,,,,,,,20,801
88676,1075690800,2004-02-02 10:00:00,28800,Denpasar,-8.652497,115.219117,28.6,28.6,28.6,1009.1,,,79,5.1,300,,,,,,,,,,,,,20,801
88677,1075694400,2004-02-02 11:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1008.1,,,79,5.1,280,,,,,,,,,,,,,20,801
88678,1075698000,2004-02-02 12:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1008.1,,,74,6.2,280,,,,,,,,,,,,,20,801
88679,1075701600,2004-02-02 13:00:00,28800,Denpasar,-8.652497,115.219117,28.4,28.4,28.4,1007.1,,,82,6.7,260,,,,,,,,,,,,,20,801
88680,1075705200,2004-02-02 14:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1007.1,,,79,7.2,260,,,,,,,,,,,,,20,801
88681,1075708800,2004-02-02 15:00:00,28800,Denpasar,-8.652497,115.219117,29.0,29.0,29.0,1007.1,,,83,7.2,260,,,,,,,,,,,,,20,801
88682,1075712400,2004-02-02 16:00:00,28800,Denpasar,-8.652497,115.219117,28.2,28.2,28.2,1007.1,,,78,7.2,260,,,,,,,,,,,,,20,801
88683,1075716000,2004-02-02 17:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1007.1,,,83,7.7,270,,,,,,,,,,,,,75,501
88684,1075719600,2004-02-02 18:00:00,28800,Denpasar,-8.652497,115.219117,26.92,26.92,26.92,1008.0,,,83,5.93,267,,,,,,,,,,,,,99,804
88685,1075723200,2004-02-02 19:00:00,28800,Denpasar,-8.652497,115.219117,27.01,27.01,27.01,1009.0,,,83,5.8,268,,,,,,,,,,,,,100,804
88686,1075726800,2004-02-02 20:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,88,5.7,270,,,,,,,,,,,,,75,803
88687,1075730400,2004-02-02 21:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1010.2,,,94,4.1,270,,,,,,,,,,,,,75,803
88688,1075734000,2004-02-02 22:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,84,2.6,260,,,,,,,,,,,,,20,801
88689,1075737600,2004-02-02 23:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,88,2.6,270,,,,,,,,,,,,,20,801
88690,1075741200,2004-02-03 00:00:00,28800,Denpasar,-8.652497,115.219117,26.27,26.27,26.27,1009.0,,,84,3.01,262,0.44,,,,,,,,,,,,100,500
88691,1075744800,2004-02-03 01:00:00,28800,Denpasar,-8.652497,115.219117,25.61,25.61,25.61,1009.0,,,88,2.88,271,0.91,,,,,,,,,,,,100,500
88692,1075748400,2004-02-03 02:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1007.1,,,88,4.6,260,,,,,,,,,,,,,20,801
88693,1075752000,2004-02-03 03:00:00,28800,Denpasar,-8.652497,115.219117,25.67,25.67,25.67,1008.0,,,86,1.32,299,0.44,,,,,,,,,,,,100,500
88694,1075755600,2004-02-03 04:00:00,28800,Denpasar,-8.652497,115.219117,26.9,26.9,26.9,1008.1,,,83,3.1,270,,,,,,,,,,,,,20,801
88695,1075759200,2004-02-03 05:00:00,28800,Denpasar,-8.652497,115.219117,26.9,26.9,26.9,1008.1,,,83,3.1,270,,,,,,,,,,,,,20,801
88696,1075762800,2004-02-03 06:00:00,28800,Denpasar,-8.652497,115.219117,27.1,27.1,27.1,1009.1,,,87,1.5,40,,,,,1.0,,,,,,,,20,801
88697,1075766400,2004-02-03 07:00:00,28800,Denpasar,-8.652497,115.219117,26.29,26.29,26.29,1010.0,,,85,0.77,93,,,,,,,,,,,,,99,804
88698,1075770000,2004-02-03 08:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1010.2,,,74,1.0,270,,,,,,,,,,,,,20,801
88699,1075773600,2004-02-03 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1010.2,,,79,0.5,250,,,,,,,,,,,,,20,801
88700,1075777200,2004-02-03 10:00:00,28800,Denpasar,-8.652497,115.219117,29.4,29.4,29.4,1009.1,,,73,2.6,90,,,,,,,,,,,,,75,803
88701,1075780800,2004-02-03 11:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1009.1,,,79,2.6,80,,,,,,,,,,,,,75,803
