,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
51230,941389200,25.0,25.0,25.0,1009.1,,,94,2.71,90,,,,,,,20,801,1999-11-01 00:00:00,1999,11
51231,941392800,25.0,25.0,25.0,1009.1,,,94,2.92,96,,,,,,,20,801,1999-11-01 01:00:00,1999,11
51232,941396400,24.0,24.0,24.0,1009.1,,,94,2.78,97,,,,,,,20,801,1999-11-01 02:00:00,1999,11
51233,941400000,26.27,26.27,26.27,1009.0,,,87,2.6,99,,,,,,,54,803,1999-11-01 03:00:00,1999,11
51234,941403600,24.4,24.4,24.4,1009.1,,,93,2.72,101,,,0.0,,,,20,801,1999-11-01 04:00:00,1999,11
51235,941407200,24.0,24.0,24.0,1010.2,,,94,2.49,83,,,,,,,20,801,1999-11-01 05:00:00,1999,11
51236,941410800,26.37,26.37,26.37,1010.0,,,89,2.62,93,,,,,,,39,802,1999-11-01 06:00:00,1999,11
51237,941414400,26.52,26.52,26.52,1011.0,,,88,2.78,105,,,,,,,55,803,1999-11-01 07:00:00,1999,11
51238,941418000,29.0,29.0,29.0,1010.8,,,79,1.5,90,,,,,,,20,801,1999-11-01 08:00:00,1999,11
51239,941421600,30.0,30.0,30.0,1010.8,,,74,3.1,90,,,,,,,20,801,1999-11-01 09:00:00,1999,11
51240,941425200,31.8,31.8,31.8,1010.3,,,64,4.1,120,,,0.0,,,,40,802,1999-11-01 10:00:00,1999,11
51241,941428800,31.0,31.0,31.0,1010.2,,,70,3.6,120,,,,,,,20,801,1999-11-01 11:00:00,1999,11
51242,941432400,32.0,32.0,32.0,1009.1,,,66,4.6,110,,,,,,,20,801,1999-11-01 12:00:00,1999,11
51243,941436000,31.4,31.4,31.4,1008.1,,,65,5.1,120,,,0.0,,,,20,801,1999-11-01 13:00:00,1999,11
51244,941439600,32.0,32.0,32.0,1007.1,,,66,4.1,120,,,,,,,20,801,1999-11-01 14:00:00,1999,11
51245,941443200,30.0,30.0,30.0,1007.1,,,70,3.6,120,,,,,,,20,801,1999-11-01 15:00:00,1999,11
51246,941446800,30.6,30.6,30.6,1008.1,,,63,3.1,140,,,0.0,,,,20,801,1999-11-01 16:00:00,1999,11
51247,941450400,28.0,28.0,28.0,1009.1,,,83,4.1,150,,,,,,,20,801,1999-11-01 17:00:00,1999,11
51248,941454000,28.0,28.0,28.0,1009.1,,,83,3.6,150,,,,,,,20,801,1999-11-01 18:00:00,1999,11
51249,941457600,28.3,28.3,28.3,1010.2,,,80,1.5,150,,,0.0,,,,20,801,1999-11-01 19:00:00,1999,11
51250,941461200,28.0,28.0,28.0,1010.2,,,83,2.6,140,,,,,,,20,801,1999-11-01 20:00:00,1999,11
51251,941464800,28.0,28.0,28.0,1010.2,,,83,2.6,130,,,,,,,20,801,1999-11-01 21:00:00,1999,11
51252,941468400,27.8,27.8,27.8,1010.2,,,81,2.1,130,,,0.0,,,,20,801,1999-11-01 22:00:00,1999,11
51253,941472000,27.0,27.0,27.0,1010.2,,,88,2.1,120,,,,,,,20,801,1999-11-01 23:00:00,1999,11
51254,941475600,26.27,26.27,26.27,1010.0,,,90,4.8,111,0.2,,,,,,35,500,1999-11-02 00:00:00,1999,11
51255,941479200,27.3,27.3,27.3,1009.1,,,82,1.5,140,,,0.0,,,,20,801,1999-11-02 01:00:00,1999,11
51256,941482800,27.3,27.3,27.3,1009.1,,,82,1.5,140,,,0.0,,,,20,801,1999-11-02 02:00:00,1999,11
51257,941486400,25.4,25.4,25.4,1010.2,,,91,4.43,124,,,0.0,,,,20,801,1999-11-02 03:00:00,1999,11
51258,941490000,26.29,26.29,26.29,1009.0,,,89,4.21,123,0.19,,,,,,21,500,1999-11-02 04:00:00,1999,11
51259,941493600,25.0,25.0,25.0,1010.2,,,94,4.12,121,,,,,,,20,801,1999-11-02 05:00:00,1999,11
51260,941497200,27.0,27.0,27.0,1010.8,,,88,4.36,119,,,,,,,20,801,1999-11-02 06:00:00,1999,11
51261,941500800,27.7,27.7,27.7,1010.8,,,78,2.6,120,,,0.0,,,,75,803,1999-11-02 07:00:00,1999,11
51262,941504400,26.54,26.54,26.54,1012.0,,,87,4.64,121,,,,,,,86,804,1999-11-02 08:00:00,1999,11
51263,941508000,26.38,26.38,26.38,1012.0,,,88,5.35,130,0.11,,,,,,41,500,1999-11-02 09:00:00,1999,11
51264,941511600,26.24,26.24,26.24,1011.0,,,89,5.98,135,,,,,,,21,801,1999-11-02 10:00:00,1999,11
51265,941515200,32.0,32.0,32.0,1010.2,,,62,4.1,120,,,,,,,20,801,1999-11-02 11:00:00,1999,11
51266,941518800,31.0,31.0,31.0,1009.1,,,87,4.1,120,,,,,,,75,803,1999-11-02 12:00:00,1999,11
51267,941522400,30.0,30.0,30.0,1009.1,,,71,5.1,110,,,0.0,,,,75,803,1999-11-02 13:00:00,1999,11
51268,941526000,30.0,30.0,30.0,1009.1,,,71,5.1,110,,,0.0,,,,75,803,1999-11-02 14:00:00,1999,11
51269,941529600,26.73,26.73,26.73,1008.0,,,84,5.47,137,0.2,,,,,,30,500,1999-11-02 15:00:00,1999,11
51270,941533200,25.0,25.0,25.0,1008.1,,,94,1.5,210,,,,,,,75,803,1999-11-02 16:00:00,1999,11
51271,941536800,25.0,25.0,25.0,1008.1,,,94,1.5,210,,,,,,,75,803,1999-11-02 17:00:00,1999,11
51272,941540400,26.43,26.43,26.43,1009.0,,,86,4.83,121,0.22,,,,,,47,500,1999-11-02 18:00:00,1999,11
51273,941544000,26.3,26.3,26.3,1010.0,,,87,5.0,117,0.27,,,,,,34,500,1999-11-02 19:00:00,1999,11
51274,941547600,25.0,25.0,25.0,1010.2,,,100,3.1,10,,,,,,,75,501,1999-11-02 20:00:00,1999,11
51275,941551200,26.0,26.0,26.0,1010.2,,,94,4.54,110,,,,,,,20,801,1999-11-02 21:00:00,1999,11
51276,941554800,25.6,25.6,25.6,1010.6,,,94,4.46,108,,0.5,,,,,20,500,1999-11-02 22:00:00,1999,11
51277,941558400,25.66,25.66,25.66,1011.0,,,90,4.53,106,0.43,,,,,,46,500,1999-11-02 23:00:00,1999,11
51278,941562000,25.63,25.63,25.63,1010.0,,,90,4.43,105,0.52,,,,,,39,500,1999-11-03 00:00:00,1999,11
51279,941565600,23.6,23.6,23.6,1009.4,,,97,3.6,50,,0.5,19.0,,,,40,500,1999-11-03 01:00:00,1999,11
51280,941569200,23.0,23.0,23.0,1009.1,,,100,4.6,50,,,,,,,75,501,1999-11-03 02:00:00,1999,11
51281,941572800,25.66,25.66,25.66,1009.0,,,89,4.57,111,0.69,,,,,,48,500,1999-11-03 03:00:00,1999,11
51282,941576400,25.59,25.59,25.59,1009.0,,,90,4.74,111,0.48,,,,,,66,500,1999-11-03 04:00:00,1999,11
51283,941580000,24.0,24.0,24.0,1010.2,,,100,4.46,98,,,,,,,75,501,1999-11-03 05:00:00,1999,11
51284,941583600,24.0,24.0,24.0,1010.8,,,100,4.54,106,,,,,,,75,501,1999-11-03 06:00:00,1999,11
51285,941587200,24.4,24.4,24.4,1010.8,,,93,1.5,100,,0.1,,,92.0,,20,501,1999-11-03 07:00:00,1999,11
51286,941590800,26.0,26.0,26.0,1011.9,,,94,1.0,130,,,,,,,75,501,1999-11-03 08:00:00,1999,11
51287,941594400,27.0,27.0,27.0,1010.8,,,94,2.6,110,,,,,,,20,501,1999-11-03 09:00:00,1999,11
51288,941598000,28.6,28.6,28.6,1010.8,,,78,2.6,120,,,,,,,40,802,1999-11-03 10:00:00,1999,11
51289,941601600,30.0,30.0,30.0,1010.2,,,74,3.6,130,,,,,,,75,803,1999-11-03 11:00:00,1999,11
51290,941605200,30.0,30.0,30.0,1009.1,,,74,3.6,120,,,,,,,75,803,1999-11-03 12:00:00,1999,11
51291,941608800,30.8,30.8,30.8,1008.1,,,66,4.1,130,,,,,,,75,803,1999-11-03 13:00:00,1999,11
51292,941612400,29.0,29.0,29.0,1008.1,,,74,6.2,150,,,,,,,20,801,1999-11-03 14:00:00,1999,11
51293,941616000,27.04,27.04,27.04,1008.0,,,82,6.12,134,0.15,,,,,,85,500,1999-11-03 15:00:00,1999,11
51294,941619600,28.4,28.4,28.4,1007.3,,,75,2.6,130,,,0.0,,,,40,802,1999-11-03 16:00:00,1999,11
51295,941623200,28.4,28.4,28.4,1007.3,,,75,2.6,130,,,0.0,,,,40,802,1999-11-03 17:00:00,1999,11
51296,941626800,27.8,27.8,27.8,1010.2,,,77,1.5,140,,,0.0,,,,20,801,1999-11-03 18:00:00,1999,11
51297,941630400,26.73,26.73,26.73,1010.0,,,83,5.14,114,0.18,,,,,,29,500,1999-11-03 19:00:00,1999,11
51298,941634000,27.0,27.0,27.0,1010.8,,,83,1.5,140,,,,,,,20,801,1999-11-03 20:00:00,1999,11
51299,941637600,27.0,27.0,27.0,1010.8,,,83,2.1,140,,,,,,,20,801,1999-11-03 21:00:00,1999,11
51300,941641200,27.0,27.0,27.0,1010.8,,,79,1.5,140,,,0.0,,,,20,801,1999-11-03 22:00:00,1999,11
51301,941644800,27.0,27.0,27.0,1010.2,,,83,1.0,150,,,,,,,20,801,1999-11-03 23:00:00,1999,11
51302,941648400,26.57,26.57,26.57,1009.0,,,82,5.28,108,,,,,,,35,802,1999-11-04 00:00:00,1999,11
51303,941652000,26.8,26.8,26.8,1009.1,,,80,2.6,130,,,0.0,,,,20,801,1999-11-04 01:00:00,1999,11
51304,941655600,26.8,26.8,26.8,1009.1,,,80,2.6,130,,,0.0,,,,20,801,1999-11-04 02:00:00,1999,11
51305,941659200,26.4,26.4,26.4,1009.1,,,82,1.5,140,,,0.0,,,,20,801,1999-11-04 03:00:00,1999,11
51306,941662800,26.4,26.4,26.4,1009.1,,,82,1.5,140,,,0.0,,,,20,801,1999-11-04 04:00:00,1999,11
51307,941666400,26.4,26.4,26.4,1009.1,,,82,1.5,140,,,0.0,,,,20,801,1999-11-04 05:00:00,1999,11
51308,941670000,28.4,28.4,28.4,1010.8,,,74,3.1,130,,,,,,,20,801,1999-11-04 06:00:00,1999,11
51309,941673600,28.4,28.4,28.4,1010.8,,,74,3.1,130,,,,,,,20,801,1999-11-04 07:00:00,1999,11
51310,941677200,26.76,26.76,26.76,1012.0,,,82,5.5,113,,,,,,,93,804,1999-11-04 08:00:00,1999,11
51311,941680800,26.95,26.95,26.95,1011.0,,,81,5.2,118,,,,,,,89,804,1999-11-04 09:00:00,1999,11
51312,941684400,31.0,31.0,31.0,1010.8,,,65,3.6,100,,,0.0,,,,40,802,1999-11-04 10:00:00,1999,11
51313,941688000,31.0,31.0,31.0,1010.2,,,70,3.6,130,,,,,,,20,801,1999-11-04 11:00:00,1999,11
51314,941691600,31.0,31.0,31.0,1009.1,,,70,3.6,130,,,,,,,20,801,1999-11-04 12:00:00,1999,11
51315,941695200,31.4,31.4,31.4,1009.1,,,61,3.6,130,,,0.0,,,,20,801,1999-11-04 13:00:00,1999,11
51316,941698800,31.0,31.0,31.0,1008.1,,,70,3.1,140,,,,,,,20,801,1999-11-04 14:00:00,1999,11
51317,941702400,31.0,31.0,31.0,1008.1,,,70,3.6,130,,,,,,,20,801,1999-11-04 15:00:00,1999,11
51318,941706000,29.8,29.8,29.8,1008.1,,,67,3.1,140,,,0.0,,,,20,801,1999-11-04 16:00:00,1999,11
51319,941709600,26.77,26.77,26.77,1008.0,,,85,4.26,140,,,,,,,97,804,1999-11-04 17:00:00,1999,11
51320,941713200,28.0,28.0,28.0,1009.1,,,78,1.5,170,,,,,,,20,801,1999-11-04 18:00:00,1999,11
51321,941716800,28.0,28.0,28.0,1009.1,,,78,3.53,125,,,0.0,,,,97,804,1999-11-04 19:00:00,1999,11
51322,941720400,27.0,27.0,27.0,1010.2,,,83,2.1,160,,,,,,,20,801,1999-11-04 20:00:00,1999,11
51323,941724000,26.65,26.65,26.65,1010.0,,,84,3.75,111,,,,,,,94,804,1999-11-04 21:00:00,1999,11
51324,941727600,26.5,26.5,26.5,1010.0,,,85,4.07,108,,,,,,,98,804,1999-11-04 22:00:00,1999,11
51325,941731200,27.0,27.0,27.0,1010.2,,,83,4.12,108,,,,,,,20,801,1999-11-04 23:00:00,1999,11
51326,941734800,26.25,26.25,26.25,1009.0,,,86,4.37,111,,,,,,,98,804,1999-11-05 00:00:00,1999,11
51327,941738400,27.6,27.6,27.6,1009.1,,,78,4.61,112,,,0.0,,,,20,801,1999-11-05 01:00:00,1999,11
51328,941742000,27.6,27.6,27.6,1009.1,,,78,4.72,113,,,0.0,,,,20,801,1999-11-05 02:00:00,1999,11
