,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year
167375,1356973200,27.0,27.0,27.0,1007.1,,,83,3.6,270,,,,,,,40,802,2013-01-01 00:00:00,2013
167376,1356976800,27.0,27.0,27.0,1005.9,,,81,4.1,290,,,,,,,40,802,2013-01-01 01:00:00,2013
167377,1356980400,27.0,27.0,27.0,1006.1,,,88,4.1,290,,,,,,,40,802,2013-01-01 02:00:00,2013
167378,1356984000,26.4,26.4,26.4,1005.5,,,88,2.1,340,,,,,,,40,802,2013-01-01 03:00:00,2013
167379,1356987600,26.18,26.0,26.4,1005.5,,,88,2.1,340,,,,,,,40,802,2013-01-01 04:00:00,2013
167380,1356991200,26.24,26.0,26.4,1006.1,,,94,1.5,320,,,,,,,40,802,2013-01-01 05:00:00,2013
167381,1356994800,27.24,27.0,27.4,1007.1,,,88,1.5,340,,,,,,,40,802,2013-01-01 06:00:00,2013
167382,1356998400,27.2,27.0,27.4,1006.8,,,85,2.6,310,,,,,0.0,,40,802,2013-01-01 07:00:00,2013
167383,1357002000,28.03,27.4,29.0,1008.1,,,83,3.6,300,,,,,,,40,802,2013-01-01 08:00:00,2013
167384,1357005600,29.88,29.8,30.0,1008.1,,,79,5.1,300,,,,,,,40,802,2013-01-01 09:00:00,2013
167385,1357009200,29.9,29.8,30.0,1007.8,,,77,4.6,260,,,,,,,20,801,2013-01-01 10:00:00,2013
167386,1357012800,29.48,29.0,29.8,1008.1,,,79,2.6,260,,,,,,,40,802,2013-01-01 11:00:00,2013
167387,1357016400,30.27,29.8,31.0,1007.1,,,74,2.6,260,,,,,,,40,802,2013-01-01 12:00:00,2013
167388,1357020000,29.9,29.8,30.0,1005.9,,,72,4.1,240,,,,,,,20,801,2013-01-01 13:00:00,2013
167389,1357023600,29.88,29.8,30.0,1006.1,,,74,4.6,250,,,,,,,40,802,2013-01-01 14:00:00,2013
