,dt,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,clouds_all,weather_id,datetime,year,month
123179,1199120400,27.0,27.0,27.0,1010.2,,,83,5.1,270,,,,,,,40,802,2008-01-01 00:00:00,2008,1
123180,1199124000,27.0,27.0,27.0,1008.1,,,80,5.1,270,,,0.0,,,,40,802,2008-01-01 01:00:00,2008,1
123181,1199127600,27.0,27.0,27.0,1008.1,,,80,5.1,270,,,0.0,,,,40,802,2008-01-01 02:00:00,2008,1
123182,1199131200,27.0,27.0,27.0,1008.1,,,78,5.1,260,,,0.0,,,,40,802,2008-01-01 03:00:00,2008,1
123183,1199134800,26.16,26.16,26.16,1008.0,,,88,8.73,270,0.25,,,,,,99,500,2008-01-01 04:00:00,2008,1
123184,1199138400,27.0,27.0,27.0,1008.1,,,78,5.1,260,,,,,,,40,802,2008-01-01 05:00:00,2008,1
123185,1199142000,28.0,28.0,28.0,1009.1,,,78,5.7,260,,,,,,,40,802,2008-01-01 06:00:00,2008,1
123186,1199145600,27.0,27.0,27.0,1009.1,,,85,5.7,280,,,0.0,,,,40,802,2008-01-01 07:00:00,2008,1
123187,1199149200,29.0,29.0,29.0,1009.1,,,74,7.2,260,,,,,,,40,802,2008-01-01 08:00:00,2008,1
123188,1199152800,26.79,26.79,26.79,1010.0,,,84,8.8,263,0.16,,,,,,47,500,2008-01-01 09:00:00,2008,1
123189,1199156400,26.76,26.76,26.76,1009.0,,,84,9.14,260,0.23,,,,,,96,500,2008-01-01 10:00:00,2008,1
123190,1199160000,31.0,31.0,31.0,1008.1,,,66,7.7,260,,,,,,,40,802,2008-01-01 11:00:00,2008,1
123191,1199163600,31.0,31.0,31.0,1008.1,,,70,7.7,260,,,,,,,40,802,2008-01-01 12:00:00,2008,1
123192,1199167200,30.2,30.2,30.2,1007.1,,,66,8.7,260,,,0.0,,,,40,802,2008-01-01 13:00:00,2008,1
123193,1199170800,31.0,31.0,31.0,1007.1,,,66,8.2,260,,,,,,,40,802,2008-01-01 14:00:00,2008,1
123194,1199174400,27.2,27.2,27.2,1006.0,,,82,10.35,250,0.17,,,,,,24,500,2008-01-01 15:00:00,2008,1
