dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
1514739600,28800,Denpasar,-8.652497,115.219117,24.21,23.89,24.8,1008.9,,,94,2.6,250,,,,,,,,,,,,,40,501,Rain,moderate rain,10n,2018-01-01 00:00:00,2018,1
1514743200,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1008.9,,,94,2.6,250,,,,,,,,,,,,,40,501,Rain,moderate rain,10n,2018-01-01 01:00:00,2018,1
1514746800,28800,Denpasar,-8.652497,115.219117,24.8,24.8,24.8,1008.9,,,94,2.6,250,,,,,,,,,,,,,40,501,Rain,moderate rain,10n,2018-01-01 02:00:00,2018,1
1514750400,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1008.9,,,91,5.1,230,,,,,,,,,,,,,40,501,Rain,moderate rain,10n,2018-01-01 03:00:00,2018,1
1514754000,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1008.9,,,91,5.1,230,,,,,,,,,,,,,40,501,Rain,moderate rain,10n,2018-01-01 04:00:00,2018,1
1514757600,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1008.9,,,91,5.1,230,,,,,,,,,,,,,40,501,Rain,moderate rain,10n,2018-01-01 05:00:00,2018,1
1514761200,28800,Denpasar,-8.652497,115.219117,25.2,25.2,25.2,1010.7,,,94,4.6,270,,,,,,,,,,,,,40,501,Rain,moderate rain,10d,2018-01-01 06:00:00,2018,1
1514764800,28800,Denpasar,-8.652497,115.219117,25.2,25.2,25.2,1010.7,,,94,4.6,270,,,,,,,,,,,,,40,501,Rain,moderate rain,10d,2018-01-01 07:00:00,2018,1
1514768400,28800,Denpasar,-8.652497,115.219117,24.74,24.44,25.2,1010.7,,,94,4.6,270,,,,,,,,,,,,,40,501,Rain,moderate rain,10d,2018-01-01 08:00:00,2018,1
1514772000,28800,Denpasar,-8.652497,115.219117,24.59,24.0,25.56,1011.0,,,100,4.6,240,,,,,,,,,,,,,75,502,Rain,heavy intensity rain,10d,2018-01-01 09:00:00,2018,1
1514775600,28800,Denpasar,-8.652497,115.219117,25.07,24.6,25.56,1011.0,,,94,6.2,270,,,,,,,,,,,,,75,502,Rain,heavy intensity rain,10d,2018-01-01 10:00:00,2018,1
1514779200,28800,Denpasar,-8.652497,115.219117,25.51,24.6,26.0,1010.0,,,88,5.1,270,,,,,,,,,,,,,40,500,Rain,light rain,10d,2018-01-01 11:00:00,2018,1
1514782800,28800,Denpasar,-8.652497,115.219117,26.8,26.11,27.2,1010.0,,,83,3.6,280,,,,,,,,,,,,,40,500,Rain,light rain,10d,2018-01-01 12:00:00,2018,1
1514786400,28800,Denpasar,-8.652497,115.219117,26.95,26.67,27.2,1009.0,,,88,4.1,310,,,,,,,,,,,,,75,500,Rain,light rain,10d,2018-01-01 13:00:00,2018,1
1514790000,28800,Denpasar,-8.652497,115.219117,26.21,25.0,27.22,1009.0,,,94,5.7,260,,,,,,,,,,,,,75,500,Rain,light rain,10d,2018-01-01 14:00:00,2018,1
1514793600,28800,Denpasar,-8.652497,115.219117,25.79,25.1,26.11,1008.0,,,88,5.7,270,,,,,,,,,,,,,75,501,Rain,moderate rain,10d,2018-01-01 15:00:00,2018,1
1514797200,28800,Denpasar,-8.652497,115.219117,25.18,25.0,25.56,1009.0,,,94,5.1,260,,,,,,,,,,,,,75,501,Rain,moderate rain,10d,2018-01-01 16:00:00,2018,1
1514800800,28800,Denpasar,-8.652497,115.219117,25.64,25.1,26.0,1009.0,,,88,6.2,270,,,,,,,,,,,,,40,500,Rain,light rain,10d,2018-01-01 17:00:00,2018,1
1514804400,28800,Denpasar,-8.652497,115.219117,25.83,25.0,26.4,1009.0,,,88,6.7,280,,,,,,,,,,,,,75,500,Rain,light rain,10n,2018-01-01 18:00:00,2018,1
1514808000,28800,Denpasar,-8.652497,115.219117,26.27,25.0,27.0,1010.0,,,78,8.2,280,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2018-01-01 19:00:00,2018,1
1514811600,28800,Denpasar,-8.652497,115.219117,26.47,25.56,27.0,1010.0,,,78,8.2,280,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2018-01-01 20:00:00,2018,1
1514815200,28800,Denpasar,-8.652497,115.219117,25.91,25.0,27.0,1010.6,,,84,6.7,250,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2018-01-01 21:00:00,2018,1
1514818800,28800,Denpasar,-8.652497,115.219117,25.6,25.0,27.0,1010.6,,,84,6.7,250,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2018-01-01 22:00:00,2018,1
1514822400,28800,Denpasar,-8.652497,115.219117,25.65,25.0,27.0,1010.6,,,84,6.7,250,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2018-01-01 23:00:00,2018,1
1514826000,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1009.2,,,91,3.6,230,,,,,,,,,,,,,40,500,Rain,light rain,10n,2018-01-02 00:00:00,2018,1
1514829600,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1009.2,,,91,3.6,230,,,,,,,,,,,,,40,500,Rain,light rain,10n,2018-01-02 01:00:00,2018,1
1514833200,28800,Denpasar,-8.652497,115.219117,25.1,25.1,25.1,1009.2,,,91,3.6,230,,,,,,,,,,,,,40,500,Rain,light rain,10n,2018-01-02 02:00:00,2018,1
1514836800,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1009.0,,,96,2.1,230,,,,,,,,,,,,,40,500,Rain,light rain,10n,2018-01-02 03:00:00,2018,1
1514840400,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1009.0,,,96,2.1,230,,,,,,,,,,,,,40,500,Rain,light rain,10n,2018-01-02 04:00:00,2018,1
1514844000,28800,Denpasar,-8.652497,115.219117,24.2,24.2,24.2,1009.0,,,96,2.1,230,,,,,,,,,,,,,40,500,Rain,light rain,10n,2018-01-02 05:00:00,2018,1
1514847600,28800,Denpasar,-8.652497,115.219117,24.27,24.0,24.9,1011.1,,,92,5.7,290,,,,,,,,,,,,,40,501,Rain,moderate rain,10d,2018-01-02 06:00:00,2018,1
1514851200,28800,Denpasar,-8.652497,115.219117,24.9,24.9,24.9,1011.1,,,92,5.7,290,,,,,,,,,,,,,40,501,Rain,moderate rain,10d,2018-01-02 07:00:00,2018,1
1514854800,28800,Denpasar,-8.652497,115.219117,24.52,24.0,25.0,1012.0,,,100,2.1,280,,,,,,,,,,,,,75,501,Rain,moderate rain,10d,2018-01-02 08:00:00,2018,1
1514858400,28800,Denpasar,-8.652497,115.219117,24.28,24.0,25.0,1012.0,,,100,2.1,350,,,,,,,,,,,,,75,501,Rain,moderate rain,10d,2018-01-02 09:00:00,2018,1
1514862000,28800,Denpasar,-8.652497,115.219117,24.44,24.0,25.56,1011.0,,,94,3.1,360,,,,,,,,,,,,,75,501,Rain,moderate rain,10d,2018-01-02 10:00:00,2018,1
1514865600,28800,Denpasar,-8.652497,115.219117,25.04,24.0,26.11,1010.0,,,94,3.1,320,,,,,,,,,,,,,75,500,Rain,light rain,10d,2018-01-02 11:00:00,2018,1
1514869200,28800,Denpasar,-8.652497,115.219117,25.9,25.0,27.22,1009.0,,,88,3.1,320,,,,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2018-01-02 12:00:00,2018,1
1514872800,28800,Denpasar,-8.652497,115.219117,26.03,26.0,26.11,1009.0,,,83,2.6,330,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d,2018-01-02 13:00:00,2018,1
1514876400,28800,Denpasar,-8.652497,115.219117,26.32,25.56,27.0,1008.0,,,78,2.6,330,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d,2018-01-02 14:00:00,2018,1
1514880000,28800,Denpasar,-8.652497,115.219117,26.82,26.67,27.0,1008.0,,,74,2.1,310,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d,2018-01-02 15:00:00,2018,1
1514883600,28800,Denpasar,-8.652497,115.219117,26.83,26.67,27.0,1008.0,,,74,2.1,340,,,,,,,,,,,,,75,803,Clouds,broken clouds,04d,2018-01-02 16:00:00,2018,1
