index,dt,datetime,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id
140831,1262278800,2010-01-01 00:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1009.1,,,83,7.7,270,,0.4,0.5,,,,,,,,,,40,501
140832,1262282400,2010-01-01 01:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.1,,,79,7.7,280,,0.4,0.5,,,,,,,,,,40,500
140833,1262286000,2010-01-01 02:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.0,,,83,7.7,280,,0.4,0.5,,,,,,,,,,40,500
140834,1262289600,2010-01-01 03:00:00,28800,Denpasar,-8.652497,115.219117,26.8,26.8,26.8,1007.4,,,80,5.1,300,,,,,,,,,,,,,40,802
140835,1262293200,2010-01-01 04:00:00,28800,Denpasar,-8.652497,115.219117,26.92,26.8,27.0,1007.4,,,80,5.1,300,,,,,,,,,,,,,40,802
140836,1262296800,2010-01-01 05:00:00,28800,Denpasar,-8.652497,115.219117,26.8,26.8,26.8,1007.4,,,80,5.1,300,,,,,,,,,,,,,40,802
140837,1262300400,2010-01-01 06:00:00,28800,Denpasar,-8.652497,115.219117,26.52,26.2,27.0,1009.1,,,88,5.1,280,,5.0,,,17.0,,,,,,,,75,501
140838,1262304000,2010-01-01 07:00:00,28800,Denpasar,-8.652497,115.219117,26.6,26.2,27.0,1008.4,,,88,5.1,290,,5.0,,,17.0,,,,,,,,75,501
140839,1262307600,2010-01-01 08:00:00,28800,Denpasar,-8.652497,115.219117,26.2,26.2,26.2,1008.4,,,88,5.1,290,,5.0,,,17.0,,,,,,,,75,501
140840,1262311200,2010-01-01 09:00:00,28800,Denpasar,-8.652497,115.219117,28.7,28.7,28.7,1009.5,,,73,6.2,310,,,,,,,,,,,,,40,802
140841,1262314800,2010-01-01 10:00:00,28800,Denpasar,-8.652497,115.219117,29.35,28.7,30.0,1009.5,,,73,6.2,310,,,,,,,,,,,,,40,802
140842,1262318400,2010-01-01 11:00:00,28800,Denpasar,-8.652497,115.219117,28.82,28.7,29.0,1009.0,,,79,6.7,290,,,,,,,,,,,,,40,802
140843,1262322000,2010-01-01 12:00:00,28800,Denpasar,-8.652497,115.219117,29.46,29.1,30.0,1008.0,,,74,6.7,270,,,,,,,,,,,,,40,802
140844,1262325600,2010-01-01 13:00:00,28800,Denpasar,-8.652497,115.219117,29.55,29.1,30.0,1007.9,,,72,6.7,250,,,,,,,,,,,,,20,801
140845,1262329200,2010-01-01 14:00:00,28800,Denpasar,-8.652497,115.219117,29.06,29.0,29.1,1008.0,,,70,7.2,260,,,,,,,,,,,,,40,802
140846,1262332800,2010-01-01 15:00:00,28800,Denpasar,-8.652497,115.219117,29.52,29.2,30.0,1007.0,,,74,7.2,250,,,,,,,,,,,,,40,802
140847,1262336400,2010-01-01 16:00:00,28800,Denpasar,-8.652497,115.219117,29.2,29.2,29.2,1007.1,,,71,6.2,270,,,,,,,,,,,,,20,801
140848,1262340000,2010-01-01 17:00:00,28800,Denpasar,-8.652497,115.219117,29.2,29.2,29.2,1007.1,,,71,6.2,270,,,,,,,,,,,,,20,801
140849,1262343600,2010-01-01 18:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.0,,,74,5.1,260,,,,,,,,,,,,,40,802
140850,1262347200,2010-01-01 19:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.0,,,78,4.1,260,,,,,,,,,,,,,40,802
140851,1262350800,2010-01-01 20:00:00,28800,Denpasar,-8.652497,115.219117,28.0,28.0,28.0,1009.0,,,74,4.1,260,,,,,,,,,,,,,40,802
140852,1262354400,2010-01-01 21:00:00,28800,Denpasar,-8.652497,115.219117,27.76,27.6,28.0,1009.0,,,74,5.1,270,,,,,,,,,,,,,40,802
140853,1262358000,2010-01-01 22:00:00,28800,Denpasar,-8.652497,115.219117,27.8,27.6,28.0,1009.1,,,74,5.1,270,,,,,,,,,,,,,40,802
140854,1262361600,2010-01-01 23:00:00,28800,Denpasar,-8.652497,115.219117,27.76,27.6,28.0,1008.1,,,74,5.1,270,,,,,,,,,,,,,75,803
140855,1262365200,2010-01-02 00:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.1,,,83,5.1,280,,,,,,,,,,,,,75,803
140856,1262368800,2010-01-02 01:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.1,,,83,5.1,280,,,,,,,,,,,,,75,803
140857,1262372400,2010-01-02 02:00:00,28800,Denpasar,-8.652497,115.219117,27.0,27.0,27.0,1008.0,,,83,3.6,280,,,,,,,,,,,,,40,802
140858,1262376000,2010-01-02 03:00:00,28800,Denpasar,-8.652497,115.219117,26.4,26.4,26.4,1007.3,,,84,4.1,280,,,,,,,,,,,,,20,801
140859,1262379600,2010-01-02 04:00:00,28800,Denpasar,-8.652497,115.219117,26.7,26.4,27.0,1007.3,,,84,4.1,280,,,,,,,,,,,,,20,801
140860,1262383200,2010-01-02 05:00:00,28800,Denpasar,-8.652497,115.219117,26.64,26.4,27.0,1008.0,,,83,4.1,280,,,,,,,,,,,,,40,802
140861,1262386800,2010-01-02 06:00:00,28800,Denpasar,-8.652497,115.219117,27.2,27.2,27.2,1008.1,,,79,3.1,350,,,,,,,,,,,,,40,802
140862,1262390400,2010-01-02 07:00:00,28800,Denpasar,-8.652497,115.219117,27.2,27.2,27.2,1008.1,,,79,3.1,350,,,,,,,,,,,,,40,802
140863,1262394000,2010-01-02 08:00:00,28800,Denpasar,-8.652497,115.219117,27.52,27.2,28.0,1009.0,,,78,5.1,280,,,,,,,,,,,,,40,802
140864,1262397600,2010-01-02 09:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1009.0,,,70,5.1,270,,,,,,,,,,,,,40,802
140865,1262401200,2010-01-02 10:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1009.1,,,74,4.1,270,,,,,,,,,,,,,20,801
140866,1262404800,2010-01-02 11:00:00,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1008.0,,,70,4.1,270,,,,,,,,,,,,,40,802
140867,1262408400,2010-01-02 12:00:00,28800,Denpasar,-8.652497,115.219117,29.64,29.4,30.0,1008.0,,,70,4.1,270,,,,,,,,,,,,,40,802
140868,1262412000,2010-01-02 13:00:00,28800,Denpasar,-8.652497,115.219117,29.7,29.4,30.0,1007.0,,,70,4.1,270,,,,,,,,,,,,,40,802
140869,1262415600,2010-01-02 14:00:00,28800,Denpasar,-8.652497,115.219117,29.64,29.4,30.0,1006.1,,,74,4.1,260,,,,,,,,,,,,,20,801
140870,1262419200,2010-01-02 15:00:00,28800,Denpasar,-8.652497,115.219117,29.27,28.8,30.0,1006.1,,,74,3.1,250,,,,,,,,,,,,,20,801
140871,1262422800,2010-01-02 16:00:00,28800,Denpasar,-8.652497,115.219117,28.9,28.8,29.0,1006.1,,,79,4.1,250,,,,,,,,,,,,,20,801
140872,1262426400,2010-01-02 17:00:00,28800,Denpasar,-8.652497,115.219117,28.88,28.8,29.0,1007.0,,,79,2.6,250,,,,,,,,,,,,,40,802
140873,1262430000,2010-01-02 18:00:00,28800,Denpasar,-8.652497,115.219117,27.76,27.6,28.0,1007.0,,,78,2.1,230,,,,,,,,,,,,,40,802
140874,1262433600,2010-01-02 19:00:00,28800,Denpasar,-8.652497,115.219117,27.8,27.6,28.0,1006.9,,,80,3.06,257,,,,,,,,,,,,,40,802
140875,1262437200,2010-01-02 20:00:00,28800,Denpasar,-8.652497,115.219117,27.36,27.0,27.6,1008.1,,,83,2.95,257,,,,,,,,,,,,,40,802
