dt,timezone,city_name,lat,lon,temp,temp_min,temp_max,pressure,sea_level,grnd_level,humidity,wind_speed,wind_deg,rain_1h,rain_3h,rain_6h,rain_12h,rain_24h,rain_today,snow_1h,snow_3h,snow_6h,snow_12h,snow_24h,snow_today,clouds_all,weather_id,weather_main,weather_description,weather_icon,datetime,year,month
1228064400,28800,Denpasar,-8.652497,115.219117,24.9,24.9,24.9,1007.1,,,95,2.6,100,,,0.0,,,,,,,,,,98,804,Clouds,overcast clouds,04n,2008-12-01 00:00:00,2008,12
1228068000,28800,Denpasar,-8.652497,115.219117,24.9,24.9,24.9,1007.1,,,95,2.6,100,,,0.0,,,,,,,,,,69,803,Clouds,broken clouds,04n,2008-12-01 01:00:00,2008,12
1228071600,28800,Denpasar,-8.652497,115.219117,24.9,24.9,24.9,1007.1,,,95,2.6,100,,,0.0,,,,,,,,,,78,803,Clouds,broken clouds,04n,2008-12-01 02:00:00,2008,12
1228075200,28800,Denpasar,-8.652497,115.219117,24.5,24.5,24.5,1007.0,,,94,0.5,191,,,0.0,,,,,,,,,,83,803,Clouds,broken clouds,04n,2008-12-01 03:00:00,2008,12
1228078800,28800,Denpasar,-8.652497,115.219117,24.5,24.5,24.5,1007.0,,,94,1.22,148,0.22,,,,,,,,,,,,89,500,Rain,light rain,10n,2008-12-01 04:00:00,2008,12
1228082400,28800,Denpasar,-8.652497,115.219117,24.5,24.5,24.5,1007.0,,,94,2.11,159,0.2,,,,,,,,,,,,83,500,Rain,light rain,10d,2008-12-01 05:00:00,2008,12
1228086000,28800,Denpasar,-8.652497,115.219117,27.8,27.8,27.8,1008.1,,,77,2.6,110,,,,,6.1,,,,,,,,68,803,Clouds,broken clouds,04d,2008-12-01 06:00:00,2008,12
1228089600,28800,Denpasar,-8.652497,115.219117,27.8,27.8,27.8,1008.1,,,77,2.6,110,,,,,6.1,,,,,,,,34,802,Clouds,scattered clouds,03d,2008-12-01 07:00:00,2008,12
1228093200,28800,Denpasar,-8.652497,115.219117,27.8,27.8,27.8,1008.1,,,77,2.6,110,,,,,6.1,,,,,,,,52,803,Clouds,broken clouds,04d,2008-12-01 08:00:00,2008,12
1228096800,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1007.9,,,71,3.1,100,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,2008-12-01 09:00:00,2008,12
1228100400,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1007.9,,,71,3.1,100,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,2008-12-01 10:00:00,2008,12
1228104000,28800,Denpasar,-8.652497,115.219117,30.0,30.0,30.0,1007.9,,,71,3.1,100,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02d,2008-12-01 11:00:00,2008,12
1228107600,28800,Denpasar,-8.652497,115.219117,30.4,30.4,30.4,1006.2,,,71,4.1,90,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2008-12-01 12:00:00,2008,12
1228111200,28800,Denpasar,-8.652497,115.219117,30.4,30.4,30.4,1006.2,,,71,4.1,90,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2008-12-01 13:00:00,2008,12
1228114800,28800,Denpasar,-8.652497,115.219117,30.4,30.4,30.4,1006.2,,,71,4.1,90,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2008-12-01 14:00:00,2008,12
1228118400,28800,Denpasar,-8.652497,115.219117,28.7,28.7,28.7,1005.9,,,73,2.1,260,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2008-12-01 15:00:00,2008,12
1228122000,28800,Denpasar,-8.652497,115.219117,28.7,28.7,28.7,1005.9,,,73,2.1,260,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2008-12-01 16:00:00,2008,12
1228125600,28800,Denpasar,-8.652497,115.219117,28.7,28.7,28.7,1005.9,,,73,2.1,260,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03d,2008-12-01 17:00:00,2008,12
1228129200,28800,Denpasar,-8.652497,115.219117,26.9,26.9,26.9,1007.6,,,88,2.72,56,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2008-12-01 18:00:00,2008,12
1228132800,28800,Denpasar,-8.652497,115.219117,26.9,26.9,26.9,1007.6,,,88,1.59,56,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2008-12-01 19:00:00,2008,12
1228136400,28800,Denpasar,-8.652497,115.219117,26.9,26.9,26.9,1007.6,,,88,1.2,90,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2008-12-01 20:00:00,2008,12
1228140000,28800,Denpasar,-8.652497,115.219117,26.4,26.4,26.4,1008.4,,,88,1.15,118,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2008-12-01 21:00:00,2008,12
1228143600,28800,Denpasar,-8.652497,115.219117,26.4,26.4,26.4,1008.4,,,88,1.03,138,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2008-12-01 22:00:00,2008,12
1228147200,28800,Denpasar,-8.652497,115.219117,26.4,26.4,26.4,1008.4,,,88,1.37,147,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2008-12-01 23:00:00,2008,12
1228150800,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1006.6,,,92,1.5,80,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2008-12-02 00:00:00,2008,12
1228154400,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1006.6,,,92,1.5,80,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2008-12-02 01:00:00,2008,12
1228158000,28800,Denpasar,-8.652497,115.219117,26.0,26.0,26.0,1006.6,,,92,1.5,80,,,0.0,,,,,,,,,,20,801,Clouds,few clouds,02n,2008-12-02 02:00:00,2008,12
1228161600,28800,Denpasar,-8.652497,115.219117,25.2,25.2,25.2,1006.5,,,91,1.38,149,,,0.0,,,,,,,,,,40,802,Clouds,scattered clouds,03n,2008-12-02 03:00:00,2008,12
